o,d,mode,component,value,status
302,207,car,ivt,22.446,derived
302,208,car,ivt,21.321,derived
302,209,car,ivt,20.815,derived
302,210,car,ivt,21.772,derived
302,211,car,ivt,15.637,derived
302,212,car,ivt,14.934,derived
302,213,car,ivt,16.303,derived
302,214,car,ivt,21.099,derived
302,215,car,ivt,26.464,derived
302,216,car,ivt,39.905,derived
302,217,car,ivt,56.775,derived
302,101,car,ivt,12.070,derived
302,102,car,ivt,10.575,derived
302,103,car,ivt,9.136,derived
302,104,car,ivt,13.443,derived
302,301,car,ivt,8.226,derived
302,302,car,ivt,7.425,derived
302,303,car,ivt,7.324,derived
302,304,car,ivt,12.374,derived
303,201,car,ivt,30.321,derived
303,202,car,ivt,31.313,derived
303,203,car,ivt,26.288,derived
303,204,car,ivt,25.701,derived
303,205,car,ivt,24.941,derived
303,206,car,ivt,23.436,derived
303,207,car,ivt,20.673,derived
303,208,car,ivt,22.363,derived
303,209,car,ivt,18.539,derived
303,210,car,ivt,22.398,derived
303,211,car,ivt,14.655,derived
303,212,car,ivt,12.232,derived
303,213,car,ivt,16.018,derived
303,214,car,ivt,21.288,derived
303,215,car,ivt,26.941,derived
303,216,car,ivt,40.347,derived
303,217,car,ivt,56.974,derived
303,101,car,ivt,13.381,derived
303,102,car,ivt,12.501,derived
303,103,car,ivt,8.490,measured
303,104,car,ivt,11.200,measured
303,301,car,ivt,10.335,derived
303,302,car,ivt,6.542,derived
303,303,car,ivt,4.479,measured
303,304,car,ivt,9.258,derived
304,201,car,ivt,28.185,derived
304,202,car,ivt,26.405,derived
304,203,car,ivt,25.811,derived
304,204,car,ivt,25.025,derived
304,205,car,ivt,24.523,derived
304,206,car,ivt,28.076,derived
304,207,car,ivt,19.886,derived
304,208,car,ivt,21.315,derived
304,209,car,ivt,16.573,derived
304,210,car,ivt,15.603,derived
304,211,car,ivt,12.711,derived
304,212,car,ivt,11.608,derived
304,213,car,ivt,14.768,derived
304,214,car,ivt,20.389,derived
304,215,car,ivt,26.294,derived
304,216,car,ivt,39.500,derived
304,217,car,ivt,55.730,derived
304,101,car,ivt,16.388,derived
304,102,car,ivt,15.212,derived
304,103,car,ivt,10.899,derived
304,104,car,ivt,6.780,measured
304,301,car,ivt,14.020,derived
304,302,car,ivt,11.947,derived
304,303,car,ivt,8.077,measured
304,304,car,ivt,7.237,measured
201,201,car,walk,0.000,measured
201,202,car,walk,0.000,measured
201,203,car,walk,0.000,derived
201,204,car,walk,0.000,derived
201,205,car,walk,0.000,derived
201,206,car,walk,0.000,derived
201,207,car,walk,0.000,derived
201,208,car,walk,0.000,derived
201,209,car,walk,0.000,derived
201,210,car,walk,0.000,derived
201,211,car,walk,0.000,derived
201,212,car,walk,0.000,derived
201,213,car,walk,0.000,derived
201,214,car,walk,0.000,derived
201,215,car,walk,0.000,derived
201,216,car,walk,0.000,derived
201,217,car,walk,0.000,derived
201,101,car,walk,0.000,derived
201,102,car,walk,0.000,derived
201,103,car,walk,0.000,derived
201,104,car,walk,0.000,derived
201,301,car,walk,0.000,derived
201,302,car,walk,0.000,derived
201,303,car,walk,0.000,derived
201,304,car,walk,0.000,derived
202,201,car,walk,0.000,derived
202,202,car,walk,0.000,measured
202,203,car,walk,0.000,derived
202,204,car,walk,0.000,derived
202,205,car,walk,0.000,derived
202,206,car,walk,0.000,derived
202,207,car,walk,0.000,derived
202,208,car,walk,0.000,derived
202,209,car,walk,0.000,derived
202,210,car,walk,0.000,derived
202,211,car,walk,0.000,derived
202,212,car,walk,0.000,derived
202,213,car,walk,0.000,derived
202,214,car,walk,0.000,derived
202,215,car,walk,0.000,derived
202,216,car,walk,0.000,derived
202,217,car,walk,0.000,derived
202,101,car,walk,0.000,derived
202,102,car,walk,0.000,derived
202,103,car,walk,0.000,derived
202,104,car,walk,0.000,derived
202,301,car,walk,0.000,derived
202,302,car,walk,0.000,derived
202,303,car,walk,0.000,derived
202,304,car,walk,0.000,derived
203,201,car,walk,0.000,derived
203,202,car,walk,0.000,derived
203,203,car,walk,0.000,derived
203,204,car,walk,0.000,derived
203,205,car,walk,0.000,derived
203,206,car,walk,0.000,derived
203,207,car,walk,0.000,derived
203,208,car,walk,0.000,derived
203,209,car,walk,0.000,derived
203,210,car,walk,0.000,derived
203,211,car,walk,0.000,derived
203,212,car,walk,0.000,derived
203,213,car,walk,0.000,derived
203,214,car,walk,0.000,derived
203,215,car,walk,0.000,derived
203,216,car,walk,0.000,derived
203,217,car,walk,0.000,derived
203,101,car,walk,0.000,derived
203,102,car,walk,0.000,derived
203,103,car,walk,0.000,derived
203,104,car,walk,0.000,derived
203,301,car,walk,0.000,derived
203,302,car,walk,0.000,derived
203,303,car,walk,0.000,derived
203,304,car,walk,0.000,derived
204,201,car,walk,0.000,derived
204,202,car,walk,0.000,derived
204,203,car,walk,0.000,derived
204,204,car,walk,0.000,measured
204,205,car,walk,0.000,derived
204,206,car,walk,0.000,measured
204,207,car,walk,0.000,derived
204,208,car,walk,0.000,derived
204,209,car,walk,0.000,derived
204,210,car,walk,0.000,derived
204,211,car,walk,0.000,derived
204,212,car,walk,0.000,derived
204,213,car,walk,0.000,derived
204,214,car,walk,0.000,derived
204,215,car,walk,0.000,derived
204,216,car,walk,0.000,derived
204,217,car,walk,0.000,derived
204,101,car,walk,0.000,derived
204,102,car,walk,0.000,derived
204,103,car,walk,0.000,derived
204,104,car,walk,0.000,derived
204,301,car,walk,0.000,derived
204,302,car,walk,0.000,derived
204,303,car,walk,0.000,derived
204,304,car,walk,0.000,derived
205,201,car,walk,0.000,derived
205,202,car,walk,0.000,derived
205,203,car,walk,0.000,derived
205,204,car,walk,0.000,derived
205,205,car,walk,0.000,derived
205,206,car,walk,0.000,derived
205,207,car,walk,0.000,measured
205,208,car,walk,0.000,derived
205,209,car,walk,0.000,derived
205,210,car,walk,0.000,derived
205,211,car,walk,0.000,derived
205,212,car,walk,0.000,derived
205,213,car,walk,0.000,derived
205,214,car,walk,0.000,derived
205,215,car,walk,0.000,derived
205,216,car,walk,0.000,derived
205,217,car,walk,0.000,derived
205,101,car,walk,0.000,derived
205,102,car,walk,0.000,derived
205,103,car,walk,0.000,derived
205,104,car,walk,0.000,derived
205,301,car,walk,0.000,derived
205,302,car,walk,0.000,derived
205,303,car,walk,0.000,derived
205,304,car,walk,0.000,derived
206,201,car,walk,0.000,derived
206,202,car,walk,0.000,derived
206,203,car,walk,0.000,derived
206,204,car,walk,0.000,derived
206,205,car,walk,0.000,derived
206,206,car,walk,0.000,measured
206,207,car,walk,0.000,derived
206,208,car,walk,0.000,derived
206,209,car,walk,0.000,derived
206,210,car,walk,0.000,derived
206,211,car,walk,0.000,derived
206,212,car,walk,0.000,derived
206,213,car,walk,0.000,derived
206,214,car,walk,0.000,derived
206,215,car,walk,0.000,derived
206,216,car,walk,0.000,derived
206,217,car,walk,0.000,derived
206,101,car,walk,0.000,derived
206,102,car,walk,0.000,derived
206,103,car,walk,0.000,derived
206,104,car,walk,0.000,derived
206,301,car,walk,0.000,derived
206,302,car,walk,0.000,derived
206,303,car,walk,0.000,derived
206,304,car,walk,0.000,derived
207,201,car,walk,0.000,derived
207,202,car,walk,0.000,derived
207,203,car,walk,0.000,derived
207,204,car,walk,0.000,derived
207,205,car,walk,0.000,derived
207,206,car,walk,0.000,measured
207,207,car,walk,0.000,measured
207,208,car,walk,0.000,derived
207,209,car,walk,0.000,derived
207,210,car,walk,0.000,derived
207,211,car,walk,0.000,derived
207,212,car,walk,0.000,derived
207,213,car,walk,0.000,derived
207,214,car,walk,0.000,derived
207,215,car,walk,0.000,derived
207,216,car,walk,0.000,derived
207,217,car,walk,0.000,derived
207,101,car,walk,0.000,derived
207,102,car,walk,0.000,derived
207,103,car,walk,0.000,derived
207,104,car,walk,0.000,derived
207,301,car,walk,0.000,derived
207,302,car,walk,0.000,derived
207,303,car,walk,0.000,derived
207,304,car,walk,0.000,derived
208,201,car,walk,0.000,derived
208,202,car,walk,0.000,derived
208,203,car,walk,0.000,derived
208,204,car,walk,0.000,derived
208,205,car,walk,0.000,derived
208,206,car,walk,0.000,derived
208,207,car,walk,0.000,derived
208,208,car,walk,0.000,derived
208,209,car,walk,0.000,derived
208,210,car,walk,0.000,derived
208,211,car,walk,0.000,derived
208,212,car,walk,0.000,derived
208,213,car,walk,0.000,derived
208,214,car,walk,0.000,derived
208,215,car,walk,0.000,derived
208,216,car,walk,0.000,derived
208,217,car,walk,0.000,derived
208,101,car,walk,0.000,derived
208,102,car,walk,0.000,derived
208,103,car,walk,0.000,derived
208,104,car,walk,0.000,derived
208,301,car,walk,0.000,derived
208,302,car,walk,0.000,derived
208,303,car,walk,0.000,derived
208,304,car,walk,0.000,derived
209,201,car,walk,0.000,derived
209,202,car,walk,0.000,derived
209,203,car,walk,0.000,derived
209,204,car,walk,0.000,derived
209,205,car,walk,0.000,derived
209,206,car,walk,0.000,derived
209,207,car,walk,0.000,derived
209,208,car,walk,0.000,derived
209,209,car,walk,0.000,derived
